amiiboSeries,character,gameSeries,head,image,name,release,tail,type
Animal Crossing,Mallary,Animal Crossing,030d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_030d0001-01840502.png,Mallary,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1840502,Card
Animal Crossing,Freckles,Animal Crossing,300,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_030e0001-012f0502.png,Freckles,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",012f0502,Card
Animal Crossing,Derwin,Animal Crossing,030f0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_030f0001-016d0502.png,Derwin,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",016d0502,Card
Animal Crossing,Drake,Animal Crossing,3100001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03100001-00f80502.png,Drake,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00f80502,Card
Animal Crossing,Scoot,Animal Crossing,3110001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03110001-00d60502.png,Scoot,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00d60502,Card
Animal Crossing,Weber,Animal Crossing,3120001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03120001-03090502.png,Weber,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",3090502,Card
Animal Crossing,Miranda,Animal Crossing,3130001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03130001-01210502.png,Miranda,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1210502,Card
Animal Crossing,Ketchup,Animal Crossing,3140001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03140001-02f40502.png,Ketchup,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02f40502,Card
Animal Crossing,Gloria,Animal Crossing,3160001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03160001-01c00502.png,Gloria,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01c00502,Card
Animal Crossing,Molly,Animal Crossing,3170001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03170001-00a60502.png,Molly,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",00a60502,Card
Animal Crossing,Quillson,Animal Crossing,3180001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03180001-006c0502.png,Quillson,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",006c0502,Card
Animal Crossing,Opal,Animal Crossing,3230001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03230001-00760502.png,Opal,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",760502,Card
Animal Crossing,Dizzy,Animal Crossing,3240001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03240001-01890502.png,Dizzy,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1890502,Card
Animal Crossing,Big Top,Animal Crossing,3250001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03250001-010a0502.png,Big Top,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",010a0502,Card
Animal Crossing,Eloise,Animal Crossing,3260001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03260001-01390502.png,Eloise,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1390502,Card
Animal Crossing,Margie,Animal Crossing,3270001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03270001-01c30502.png,Margie,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01c30502,Card
Animal Crossing,Paolo,Animal Crossing,3280001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03280001-02eb0502.png,Paolo,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02eb0502,Card
Animal Crossing,Axel,Animal Crossing,3290001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03290001-009d0502.png,Axel,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",009d0502,Card
Animal Crossing,Ellie,Animal Crossing,032a0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_032a0001-03070502.png,Ellie,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",3070502,Card
Animal Crossing,Tucker,Animal Crossing,032c0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_032c0001-01480502.png,Tucker,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1480502,Card
Animal Crossing,Tia,Animal Crossing,032d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_032d0001-00bc0502.png,Tia,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00bc0502,Card
Animal Crossing,Chai,Animal Crossing,"3,2E+102",https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_032e0101-031c0502.png,Chai,"{'au': None, 'eu': '2016-11-25', 'jp': '2016-11-03', 'na': None}",031c0502,Card
Animal Crossing,Lily,Animal Crossing,3380001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03380001-011d0502.png,Lily,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",011d0502,Card
Animal Crossing,Ribbot,Animal Crossing,3390001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03390001-01b10502.png,Ribbot,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01b10502,Card
Animal Crossing,Frobert,Animal Crossing,033a0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_033a0001-01cc0502.png,Frobert,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01cc0502,Card
Animal Crossing,Camofrog,Animal Crossing,033b0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_033b0001-00fa0502.png,Camofrog,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00fa0502,Card
Animal Crossing,Drift,Animal Crossing,033c0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_033c0001-01000502.png,Drift,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",1000502,Card
Animal Crossing,Wart Jr.,Animal Crossing,033d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_033d0001-013a0502.png,Wart Jr.,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",013a0502,Card
Animal Crossing,Puddles,Animal Crossing,330,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_033e0001-01a20502.png,Puddles,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01a20502,Card
Animal Crossing,Jeremiah,Animal Crossing,033f0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_033f0001-008f0502.png,Jeremiah,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",008f0502,Card
Animal Crossing,Tad,Animal Crossing,3410001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03410001-030e0502.png,Tad,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",030e0502,Card
Animal Crossing,Cousteau,Animal Crossing,3420001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03420001-01280502.png,Cousteau,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1280502,Card
Animal Crossing,Huck,Animal Crossing,3430001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03430001-02ef0502.png,Huck,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02ef0502,Card
Animal Crossing,Prince,Animal Crossing,3440001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03440001-00c50502.png,Prince,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00c50502,Card
Animal Crossing,Jambette,Animal Crossing,3450001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03450001-005f0502.png,Jambette,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",005f0502,Card
Animal Crossing,Raddle,Animal Crossing,3470001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03470001-03020502.png,Raddle,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",3020502,Card
Animal Crossing,Gigi,Animal Crossing,3480001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03480001-006b0502.png,Gigi,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",006b0502,Card
Animal Crossing,Croque,Animal Crossing,3490001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03490001-018d0502.png,Croque,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",018d0502,Card
Animal Crossing,Diva,Animal Crossing,034a0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_034a0001-01430502.png,Diva,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1430502,Card
Animal Crossing,Henry,Animal Crossing,034b0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_034b0001-009f0502.png,Henry,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",009f0502,Card
Animal Crossing,Chevre,Animal Crossing,3560001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03560001-01350502.png,Chevre,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1350502,Card
Animal Crossing,Nan,Animal Crossing,3570001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03570001-00eb0502.png,Nan,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00eb0502,Card
Animal Crossing,Billy,Animal Crossing,3580001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03580001-02fa0502.png,Billy,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02fa0502,Card
Animal Crossing,Gruff,Animal Crossing,035a0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_035a0001-00850502.png,Gruff,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",850502,Card
Animal Crossing,Velma,Animal Crossing,035c0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_035c0001-01290502.png,Velma,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1290502,Card
Animal Crossing,Kidd,Animal Crossing,035d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_035d0001-00c90502.png,Kidd,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00c90502,Card
Animal Crossing,Pashmina,Animal Crossing,350,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_035e0001-018e0502.png,Pashmina,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",018e0502,Card
Animal Crossing,Cesar,Animal Crossing,3690001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03690001-00d30502.png,Cesar,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00d30502,Card
Animal Crossing,Peewee,Animal Crossing,036a0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_036a0001-019d0502.png,Peewee,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",019d0502,Card
Animal Crossing,Boone,Animal Crossing,036b0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_036b0001-018b0502.png,Boone,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",018b0502,Card
Animal Crossing,Louie,Animal Crossing,036d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_036d0001-03040502.png,Louie,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",3040502,Card
Animal Crossing,Maddie,Animal Crossing,360,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_036e0001-02fb0502.png,Boyd,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02fb0502,Card
Animal Crossing,Violet,Animal Crossing,3700001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03700001-015d0502.png,Violet,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",015d0502,Card
Animal Crossing,Al,Animal Crossing,3710001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03710001-005c0502.png,Al,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",005c0502,Card
Animal Crossing,Rocket,Animal Crossing,3720001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03720001-010b0502.png,Rocket,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",010b0502,Card
Animal Crossing,Hans,Animal Crossing,3730001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03730001-01340502.png,Hans,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1340502,Card
Animal Crossing,Rilla,Animal Crossing,3740101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03740101-03190502.png,Rilla,"{'au': None, 'eu': '2016-11-25', 'jp': '2016-11-03', 'na': None}",3190502,Card
Animal Crossing,Hamlet,Animal Crossing,370,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_037e0001-01560502.png,Hamlet,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1560502,Card
Animal Crossing,Apple,Animal Crossing,037f0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_037f0001-01aa0502.png,Apple,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01aa0502,Card
Animal Crossing,Graham,Animal Crossing,3800001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03800001-01870502.png,Graham,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1870502,Card
Animal Crossing,Rodney,Animal Crossing,3810001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03810001-00d50502.png,Rodney,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00d50502,Card
Animal Crossing,Soleil,Animal Crossing,3820001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03820001-016b0502.png,Soleil,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",016b0502,Card
Animal Crossing,Clay,Animal Crossing,3830001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03830001-009b0502.png,Clay,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",009b0502,Card
Animal Crossing,Flurry,Animal Crossing,3840001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03840001-00860502.png,Flurry,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",860502,Card
Animal Crossing,Hamphrey,Animal Crossing,3850001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03850001-01060502.png,Hamphrey,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",1060502,Card
Animal Crossing,Rocco,Animal Crossing,3900001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03900001-01850502.png,Rocco,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1850502,Card
Animal Crossing,Bubbles,Animal Crossing,3920001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03920001-01270502.png,Bubbles,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1270502,Card
Animal Crossing,Bertha,Animal Crossing,3930001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03930001-00a00502.png,Bertha,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",00a00502,Card
Animal Crossing,Biff,Animal Crossing,3940001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03940001-00890502.png,Biff,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",890502,Card
Animal Crossing,Bitty,Animal Crossing,3950001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03950001-02fc0502.png,Bitty,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02fc0502,Card
Animal Crossing,Harry,Animal Crossing,3980001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03980001-00bf0502.png,Harry,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00bf0502,Card
Animal Crossing,Hippeux,Animal Crossing,3990001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03990001-01c20502.png,Hippeux,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01c20502,Card
Animal Crossing,Buck,Animal Crossing,03a40001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03a40001-014f0502.png,Buck,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",014f0502,Card
Animal Crossing,Victoria,Animal Crossing,03a50001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03a50001-015b0502.png,Victoria,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",015b0502,Card
Animal Crossing,Savannah,Animal Crossing,03a60001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03a60001-00c80502.png,Savannah,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00c80502,Card
Animal Crossing,Elmer,Animal Crossing,03a70001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03a70001-01a10502.png,Elmer,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01a10502,Card
Animal Crossing,Rosco,Animal Crossing,03a80001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03a80001-00910502.png,Rosco,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",910502,Card
Animal Crossing,Winnie,Animal Crossing,03a90001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03a90001-00710502.png,Winnie,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",710502,Card
Animal Crossing,Ed,Animal Crossing,03aa0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03aa0001-00e60502.png,Ed,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",0,Card
Animal Crossing,Cleo,Animal Crossing,03ab0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03ab0001-03160502.png,Cleo,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",3160502,Card
Animal Crossing,Peaches,Animal Crossing,03ac0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03ac0001-01880502.png,Peaches,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1880502,Card
Animal Crossing,Annalise,Animal Crossing,03ad0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03ad0001-01b20502.png,Annalise,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01b20502,Card
Animal Crossing,Clyde,Animal Crossing,03ae0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03ae0001-00870502.png,Clyde,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",870502,Card
Animal Crossing,Colton,Animal Crossing,03af0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03af0001-012c0502.png,Colton,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",012c0502,Card
Animal Crossing,Papi,Animal Crossing,03b00001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03b00001-01a90502.png,Papi,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01a90502,Card
Animal Crossing,Julian,Animal Crossing,03b10001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_03b10001-00f00502.png,Julian,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00f00502,Card
